DISTRICT,STATION,TEMP,RH,EHI,Light Work Heat Stress Zone,Unnamed: 6,EHI_350 (in shade),Hard Labor Heat Stress Zone,LOGGED_AT (IST),EHI (in shade),Local Region,EHI_3_shade,Zone_3_shade,EHI_3_sun,Zone_3_sun,EHI_4_shade,Zone_4_shade,EHI_4_sun,Zone_4_sun,EHI_5_shade,Zone_5_shade,EHI_5_sun,Zone_5_sun,EHI_6_shade,Zone_6_shade,EHI_6_sun,Zone_6_sun,EHI_350 (in shade °C)
SOUTH_WEST_DELHI,NAJAFGARH,33.0,50.0,,Zone 4,,61.1,Zone 5,2025-05-07 16:38:44,36.4,Najafgarh,36.4,Zone 4,38.9,Zone 5,42.0,Zone 4,50.1,Zone 5,54.6,Zone 5,54.7,Zone 5,61.6,Zone 5,58.2,Zone 5,61.6
NORTH_WEST_DELHI,PITAMPURA,30.9,68.0,,Zone 4,,63.3,Zone 5,2025-05-07 16:38:44,36.1,Pitampura,36.4,Zone 4,47.9,Zone 5,45.9,Zone 5,53.7,Zone 5,60.6,Zone 5,57.8,Zone 5,63.9,Zone 5,60.9,Zone 5,63.9
NORTH_WEST_DELHI,NARELA,33.0,49.0,,Zone 4,,60.7,Zone 5,2025-05-07 16:38:44,36.1,Unknown Station,36.1,Zone 4,37.9,Zone 4,41.7,Zone 4,49.6,Zone 5,53.1,Zone 5,54.3,Zone 5,61.3,Zone 5,57.8,Zone 5,61.3
NORTH_WEST_DELHI,MUNGESHPUR,34.4,46.0,,Zone 4,,61.7,Zone 5,2025-05-07 16:38:44,38.0,Mungeshpur,38.2,Zone 4,43.7,Zone 5,43.9,Zone 4,51.3,Zone 5,58.2,Zone 5,55.7,Zone 5,62.4,Zone 5,59.1,Zone 5,62.4
NORTH_DELHI,DELHI_UNIVERSITY,29.1,65.0,,Zone 4,,59.6,Zone 5,2025-05-07 16:38:44,31.9,North Campus,31.7,Zone 4,33.7,Zone 4,37.6,Zone 4,47.7,Zone 5,46.9,Zone 5,52.7,Zone 5,60.0,Zone 5,56.5,Zone 5,60.0
NEW_DELHI,SPORTS_COMPLEX,33.2,63.0,,Zone 4,,65.5,Zone 5,2025-05-07 16:38:44,40.6,Unknown Station,40.1,Zone 4,51.1,Zone 5,56.0,Zone 5,56.3,Zone 5,62.6,Zone 5,60.0,Zone 5,65.6,Zone 5,62.8,Zone 5,65.6
NEW_DELHI,LODI ROAD,31.6,59.0,,Zone 4,,61.8,Zone 5,2025-05-07 16:38:44,35.6,Lodhi Road,35.4,Zone 4,41.4,Zone 5,41.5,Zone 4,51.0,Zone 5,57.0,Zone 5,55.5,Zone 5,62.1,Zone 5,58.8,Zone 5,62.1
GURGAON,NORTHCAP_UNIVERSITY,31.2,51.0,,Zone 4,,58.1,Zone 5,2025-05-07 16:38:44,33.4,"Sector 23A, Gurugram",33.0,Zone 4,34.3,Zone 4,38.5,Zone 4,46.2,Zone 5,43.5,Zone 4,51.4,Zone 5,59.1,Zone 5,55.3,Zone 5,59.1
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,32.0,46.0,,Zone 4,,56.6,Zone 5,2025-05-07 16:38:44,33.8,"Kamla Nehru Nagar, Ghaziabad",33.8,Zone 4,34.9,Zone 4,39.1,Zone 4,45.8,Zone 5,44.0,Zone 4,51.2,Zone 5,58.8,Zone 5,55.2,Zone 5,58.8
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,31.7,40.0,,Zone 4,,47.1,Zone 5,2025-05-07 16:38:44,32.5,Mayur Vihar-III,32.2,Zone 4,32.6,Zone 4,37.0,Zone 4,37.3,Zone 4,41.6,Zone 4,47.9,Zone 5,48.8,Zone 5,52.3,Zone 5,48.8
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,34.1,52.0,,Zone 4,,63.3,Zone 5,2025-05-07 16:38:44,39.2,Unknown Station,39.0,Zone 4,47.5,Zone 5,45.0,Zone 4,53.3,Zone 5,60.3,Zone 5,57.5,Zone 5,63.7,Zone 5,60.5,Zone 5,63.7
DELHI,KV_NARAYNA,31.8,46.0,,Zone 4,,55.5,Zone 5,2025-05-07 16:38:44,33.5,"Naraina, New Delhi",33.8,Zone 4,34.9,Zone 4,39.1,Zone 4,45.8,Zone 5,44.0,Zone 4,51.2,Zone 5,58.8,Zone 5,55.2,Zone 5,58.8
DELHI,KV_JANAKPURI,32.3,45.0,,Zone 4,,56.9,Zone 5,2025-05-07 16:38:44,34.1,Janakpuri,34.5,Zone 4,35.6,Zone 4,39.7,Zone 4,46.6,Zone 5,44.6,Zone 4,51.7,Zone 5,59.3,Zone 5,55.6,Zone 5,59.3
DELHI,KVK_CRPF_CAMPUS,33.6,38.0,,Zone 4,,54.6,Zone 5,2025-05-07 16:38:44,34.9,Jharoda Kalan,34.7,Zone 4,35.4,Zone 4,39.6,Zone 4,43.3,Zone 5,44.3,Zone 4,50.4,Zone 5,56.5,Zone 5,54.4,Zone 5,56.5
DELHI,IGNOU,33.2,48.0,,Zone 4,,60.7,Zone 5,2025-05-07 16:38:44,36.3,Maidan Garhi,35.9,Zone 4,37.5,Zone 4,41.4,Zone 4,49.1,Zone 5,51.5,Zone 5,53.9,Zone 5,61.0,Zone 5,57.4,Zone 5,61.0
GAZIABAD,KV2_AIRFORCE_HINDON,31.5,50.0,,Zone 4,,58.6,Zone 5,2025-05-07 16:38:44,33.7,"Air Force Station, Ghaziabad",33.7,Zone 4,35.0,Zone 4,39.1,Zone 4,46.9,Zone 5,44.4,Zone 5,52.0,Zone 5,59.5,Zone 5,55.8,Zone 5,59.5
NEW_DELHI,SPORTS_COMPLEX,33.0,62.0,,Zone 4,,64.8,Zone 5,2025-05-07 17:48:17,39.7,Unknown Station,39.7,Zone 4,50.5,Zone 5,54.3,Zone 5,55.9,Zone 5,62.2,Zone 5,59.6,Zone 5,65.3,Zone 5,62.4,Zone 5,65.3
NORTH_WEST_DELHI,PITAMPURA,31.1,72.0,,Zone 4,,64.7,Zone 5,2025-05-07 17:48:17,37.7,Pitampura,37.4,Zone 4,49.9,Zone 5,52.4,Zone 5,55.4,Zone 5,61.9,Zone 5,59.3,Zone 5,65.0,Zone 5,62.1,Zone 5,65.0
NORTH_WEST_DELHI,NARELA,28.9,61.0,,Zone 4,,56.1,Zone 5,2025-05-07 17:48:17,31.0,Unknown Station,31.2,Zone 4,32.8,Zone 4,36.9,Zone 4,45.3,Zone 5,42.2,Zone 4,51.4,Zone 5,58.9,Zone 5,55.3,Zone 5,58.9
SOUTH_WEST_DELHI,NAJAFGARH,31.8,57.0,,Zone 4,,61.5,Zone 5,2025-05-07 17:48:17,35.6,Najafgarh,36.0,Zone 4,42.5,Zone 5,42.0,Zone 4,51.2,Zone 5,57.7,Zone 5,55.7,Zone 5,62.3,Zone 5,59.0,Zone 5,62.3
NORTH_DELHI,DELHI_UNIVERSITY,30.1,66.0,,Zone 4,,61.4,Zone 5,2025-05-07 17:48:17,33.9,North Campus,33.7,Zone 4,39.2,Zone 5,40.0,Zone 4,50.5,Zone 5,55.6,Zone 5,55.1,Zone 5,61.8,Zone 5,58.5,Zone 5,61.8
NEW_DELHI,LODI ROAD,31.0,53.0,,Zone 4,,59.1,Zone 5,2025-05-07 17:48:17,33.4,Lodhi Road,33.4,Zone 4,34.9,Zone 4,38.9,Zone 4,47.2,Zone 5,45.2,Zone 5,52.2,Zone 5,59.7,Zone 5,56.0,Zone 5,59.7
NORTH_WEST_DELHI,MUNGESHPUR,26.8,68.0,,Zone 4,,50.5,Zone 5,2025-05-07 17:48:17,28.4,Mungeshpur,28.7,Zone 4,30.2,Zone 4,34.4,Zone 4,39.3,Zone 5,39.8,Zone 4,49.8,Zone 5,54.4,Zone 5,53.9,Zone 5,54.4
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,30.2,50.0,,Zone 4,,51.4,Zone 5,2025-05-07 17:48:17,31.7,"Kamla Nehru Nagar, Ghaziabad",31.4,Zone 4,32.3,Zone 4,36.6,Zone 4,38.3,Zone 5,41.5,Zone 4,49.3,Zone 5,52.9,Zone 5,53.4,Zone 5,52.9
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,31.3,42.0,,Zone 4,,47.6,Zone 5,2025-05-07 17:48:17,32.2,Mayur Vihar-III,32.5,Zone 4,33.1,Zone 4,37.4,Zone 4,37.8,Zone 4,42.1,Zone 4,48.8,Zone 5,51.4,Zone 5,53.0,Zone 5,51.4
DELHI,KV_NARAYNA,31.0,46.0,,Zone 4,,51.0,Zone 5,2025-05-07 17:48:17,32.3,"Naraina, New Delhi",32.3,Zone 4,33.1,Zone 4,37.4,Zone 4,39.4,Zone 5,42.2,Zone 4,49.5,Zone 5,53.7,Zone 5,53.6,Zone 5,53.7
DELHI,KVK_CRPF_CAMPUS,31.6,45.0,,Zone 4,,53.1,Zone 5,2025-05-07 17:48:17,33.1,Jharoda Kalan,32.9,Zone 4,33.8,Zone 4,38.0,Zone 4,41.2,Zone 5,42.8,Zone 4,50.0,Zone 5,55.2,Zone 5,54.0,Zone 5,55.2
DELHI,IGNOU,29.4,55.0,,Zone 4,,52.6,Zone 5,2025-05-07 17:48:17,31.1,Maidan Garhi,31.2,Zone 4,32.4,Zone 4,36.7,Zone 4,41.3,Zone 5,41.7,Zone 4,50.2,Zone 5,55.7,Zone 5,54.3,Zone 5,55.7
GURGAON,NORTHCAP_UNIVERSITY,29.2,54.0,,Zone 4,,50.2,Zone 5,2025-05-07 17:48:17,30.6,"Sector 23A, Gurugram",30.3,Zone 4,31.3,Zone 4,35.7,Zone 4,36.9,Zone 5,40.6,Zone 4,48.9,Zone 5,51.8,Zone 5,53.2,Zone 5,51.8
SOUTH_WEST_DELHI,NAJAFGARH,29.2,66.0,,Zone 4,,60.0,Zone 5,2025-05-07 18:55:52,32.2,Najafgarh,31.8,Zone 4,33.9,Zone 4,37.8,Zone 4,48.1,Zone 5,48.2,Zone 5,53.1,Zone 5,60.3,Zone 5,56.8,Zone 5,60.3
NORTH_WEST_DELHI,PITAMPURA,29.4,71.0,,Zone 4,,61.7,Zone 5,2025-05-07 18:55:52,33.4,Pitampura,33.6,Zone 4,42.0,Zone 5,40.1,Zone 4,51.3,Zone 5,57.9,Zone 5,55.8,Zone 5,62.3,Zone 5,59.1,Zone 5,62.3
NORTH_WEST_DELHI,NARELA,29.0,64.0,,Zone 4,,59.2,Zone 5,2025-05-07 18:55:52,31.5,Unknown Station,31.5,Zone 4,33.4,Zone 4,37.4,Zone 4,47.4,Zone 5,45.7,Zone 5,52.4,Zone 5,59.8,Zone 5,56.2,Zone 5,59.8
NORTH_WEST_DELHI,MUNGESHPUR,27.4,72.0,,Zone 4,,58.0,Zone 5,2025-05-07 18:55:52,29.7,Mungeshpur,29.9,Zone 4,32.0,Zone 4,36.0,Zone 4,46.9,Zone 5,44.3,Zone 5,52.0,Zone 5,59.5,Zone 5,55.9,Zone 5,59.5
NORTH_DELHI,DELHI_UNIVERSITY,27.7,67.0,,Zone 4,,55.1,Zone 5,2025-05-07 18:55:52,29.7,North Campus,29.4,Zone 4,31.0,Zone 4,35.2,Zone 4,41.7,Zone 5,40.6,Zone 4,50.5,Zone 5,56.3,Zone 5,54.5,Zone 5,56.3
NEW_DELHI,LODI ROAD,28.3,71.0,,Zone 4,,59.9,Zone 5,2025-05-07 18:55:52,31.2,Lodhi Road,31.6,Zone 4,34.0,Zone 4,37.8,Zone 4,48.9,Zone 5,50.6,Zone 5,53.7,Zone 5,60.8,Zone 5,57.3,Zone 5,60.8
GURGAON,NORTHCAP_UNIVERSITY,27.9,60.0,,Zone 4,,49.0,Zone 5,2025-05-07 18:55:52,29.3,"Sector 23A, Gurugram",29.5,Zone 4,30.7,Zone 4,35.0,Zone 4,37.3,Zone 5,40.1,Zone 4,49.2,Zone 5,52.4,Zone 5,53.4,Zone 5,52.4
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,26.7,69.0,,Zone 4,,50.8,Zone 5,2025-05-07 18:55:52,28.3,"Kamla Nehru Nagar, Ghaziabad",28.0,Zone 4,29.4,Zone 4,33.7,Zone 4,36.9,Zone 5,39.0,Zone 4,49.2,Zone 5,52.3,Zone 5,53.4,Zone 5,52.3
GAZIABAD,KV2_AIRFORCE_HINDON,26.2,75.0,,Zone 4,,53.4,Zone 5,2025-05-07 18:55:52,28.0,"Air Force Station, Ghaziabad",27.7,Zone 4,29.4,Zone 4,33.6,Zone 4,39.5,Zone 5,39.2,Zone 4,50.0,Zone 5,54.7,Zone 5,54.1,Zone 5,54.7
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,23.0,99.0,,Zone 2 or 3,,52.5,Zone 5,2025-05-07 18:55:52,24.7,Mayur Vihar-III,24.7,Zone 3,26.7,Zone 4,30.9,Zone 4,39.2,Zone 5,37.7,Zone 5,50.1,Zone 5,55.1,Zone 5,54.3,Zone 5,55.1
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,30.5,57.0,,Zone 4,,59.5,Zone 5,2025-05-07 18:55:52,33.1,Unknown Station,33.1,Zone 4,34.9,Zone 4,38.9,Zone 4,47.8,Zone 5,47.3,Zone 5,52.8,Zone 5,60.1,Zone 5,56.5,Zone 5,60.1
DELHI,KV_NARAYNA,28.6,56.0,,Zone 4,,48.9,Zone 5,2025-05-07 18:55:52,30.0,"Naraina, New Delhi",29.8,Zone 4,30.8,Zone 4,35.2,Zone 4,36.0,Zone 5,40.2,Zone 4,48.7,Zone 5,51.1,Zone 5,53.0,Zone 5,51.1
DELHI,KV_JANAKPURI,29.0,54.0,,Zone 4,,49.0,Zone 5,2025-05-07 18:55:52,30.3,Janakpuri,30.3,Zone 4,31.3,Zone 4,35.7,Zone 4,36.9,Zone 5,40.6,Zone 4,48.9,Zone 5,51.8,Zone 5,53.2,Zone 5,51.8
DELHI,KVK_CRPF_CAMPUS,29.1,56.0,,Zone 4,,51.9,Zone 5,2025-05-07 18:55:52,30.7,Jharoda Kalan,30.6,Zone 4,31.7,Zone 4,36.0,Zone 4,39.2,Zone 5,41.0,Zone 4,49.6,Zone 5,54.0,Zone 5,53.8,Zone 5,54.0
DELHI,IGNOU,29.0,58.0,,Zone 4,,53.5,Zone 5,2025-05-07 18:55:52,30.8,Maidan Garhi,30.8,Zone 4,32.1,Zone 4,36.3,Zone 4,41.7,Zone 5,41.5,Zone 4,50.3,Zone 5,56.0,Zone 5,54.4,Zone 5,56.0
NORTH_WEST_DELHI,PITAMPURA,29.6,70.0,,Zone 4,,61.7,Zone 5,2025-05-07 19:40:13,33.6,Pitampura,33.4,Zone 4,40.6,Zone 5,39.9,Zone 4,50.9,Zone 5,56.8,Zone 5,55.4,Zone 5,62.1,Zone 5,58.8,Zone 5,62.1
NORTH_WEST_DELHI,NARELA,29.2,60.0,,Zone 4,,56.8,Zone 5,2025-05-07 19:40:13,31.4,Unknown Station,31.0,Zone 4,32.6,Zone 4,36.7,Zone 4,44.1,Zone 5,42.0,Zone 4,51.0,Zone 5,58.0,Zone 5,55.0,Zone 5,58.0
NORTH_WEST_DELHI,MUNGESHPUR,28.2,66.0,,Zone 4,,57.1,Zone 5,2025-05-07 19:40:13,30.4,Mungeshpur,30.1,Zone 4,31.8,Zone 4,35.9,Zone 4,44.1,Zone 5,41.3,Zone 4,51.1,Zone 5,58.2,Zone 5,55.1,Zone 5,58.2
NORTH_DELHI,DELHI_UNIVERSITY,26.4,74.0,,Zone 4,,53.8,Zone 5,2025-05-07 19:40:13,28.2,North Campus,28.4,Zone 4,30.3,Zone 4,34.4,Zone 4,42.1,Zone 5,40.0,Zone 4,50.7,Zone 5,56.8,Zone 5,54.7,Zone 5,56.8
NEW_DELHI,SPORTS_COMPLEX,25.3,11.0,,Zone 2 or 3,,34.1,Zone 4,2025-05-07 19:40:13,23.1,Unknown Station,23.4,Zone 3,22.6,Zone 4,28.0,Zone 4,26.3,Zone 4,31.5,Zone 4,29.8,Zone 4,34.8,Zone 4,33.0,Zone 4,34.8
NEW_DELHI,LODI ROAD,27.6,73.0,,Zone 4,,59.3,Zone 5,2025-05-07 19:40:13,30.2,Lodhi Road,30.0,Zone 4,32.2,Zone 4,36.1,Zone 4,47.3,Zone 5,45.4,Zone 5,52.4,Zone 5,59.7,Zone 5,56.1,Zone 5,59.7
GURGAON,NORTHCAP_UNIVERSITY,27.7,59.0,,Zone 4,,46.8,Zone 5,2025-05-07 19:40:13,28.9,"Sector 23A, Gurugram",28.7,Zone 4,29.6,Zone 4,34.0,Zone 4,34.8,Zone 4,39.0,Zone 4,47.9,Zone 5,48.4,Zone 5,52.3,Zone 5,48.4
SOUTH_WEST_DELHI,NAJAFGARH,28.8,68.0,,Zone 4,,59.9,Zone 5,2025-05-07 19:40:13,31.7,Najafgarh,32.1,Zone 4,34.4,Zone 4,38.3,Zone 4,48.9,Zone 5,50.7,Zone 5,53.7,Zone 5,60.8,Zone 5,57.3,Zone 5,60.8
GAZIABAD,KV2_AIRFORCE_HINDON,26.5,71.0,,Zone 4,,51.5,Zone 5,2025-05-07 19:40:13,28.2,"Air Force Station, Ghaziabad",28.2,Zone 4,29.8,Zone 4,34.0,Zone 4,38.9,Zone 5,39.4,Zone 4,49.8,Zone 5,54.2,Zone 5,53.9,Zone 5,54.2
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,23.0,99.0,,Zone 2 or 3,,52.5,Zone 5,2025-05-07 19:40:13,24.7,Mayur Vihar-III,24.7,Zone 3,26.7,Zone 4,30.9,Zone 4,39.2,Zone 5,37.7,Zone 5,50.1,Zone 5,55.1,Zone 5,54.3,Zone 5,55.1
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,30.4,61.0,,Zone 4,,60.5,Zone 5,2025-05-07 19:40:13,33.6,Unknown Station,33.8,Zone 4,36.2,Zone 5,39.8,Zone 4,49.5,Zone 5,52.7,Zone 5,54.3,Zone 5,61.2,Zone 5,57.8,Zone 5,61.2
DELHI,KV_NARAYNA,27.1,69.0,,Zone 4,,53.4,Zone 5,2025-05-07 19:40:13,28.9,"Naraina, New Delhi",28.8,Zone 4,30.4,Zone 4,34.6,Zone 4,40.3,Zone 5,40.0,Zone 4,50.1,Zone 5,55.3,Zone 5,54.2,Zone 5,55.3
DELHI,KV_JANAKPURI,28.3,59.0,,Zone 4,,50.4,Zone 5,2025-05-07 19:40:13,29.8,Janakpuri,30.1,Zone 4,31.4,Zone 4,35.6,Zone 4,39.5,Zone 5,40.8,Zone 4,49.7,Zone 5,54.3,Zone 5,53.9,Zone 5,54.3
DELHI,KVK_CRPF_CAMPUS,28.9,58.0,,Zone 4,,52.9,Zone 5,2025-05-07 19:40:13,30.6,Jharoda Kalan,30.8,Zone 4,32.1,Zone 4,36.3,Zone 4,41.7,Zone 5,41.5,Zone 4,50.3,Zone 5,56.0,Zone 5,54.4,Zone 5,56.0
DELHI,IGNOU,27.8,64.0,,Zone 4,,52.7,Zone 5,2025-05-07 19:40:13,29.6,Maidan Garhi,29.9,Zone 4,31.4,Zone 4,35.6,Zone 4,41.8,Zone 5,40.9,Zone 4,50.5,Zone 5,56.4,Zone 5,54.5,Zone 5,56.4
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,26.6,67.0,,Zone 4,,48.2,Zone 5,2025-05-07 19:40:13,28.0,"Kamla Nehru Nagar, Ghaziabad",27.8,Zone 4,29.1,Zone 4,33.5,Zone 4,34.9,Zone 5,38.7,Zone 4,48.6,Zone 5,50.4,Zone 5,52.8,Zone 5,50.4
NORTH_WEST_DELHI,PITAMPURA,29.1,75.0,,Zone 4,,62.2,Zone 5,2025-05-07 20:40:39,33.4,Pitampura,33.2,Zone 4,43.1,Zone 5,39.9,Zone 4,51.6,Zone 5,58.8,Zone 5,56.1,Zone 5,62.6,Zone 5,59.4,Zone 5,62.6
NORTH_WEST_DELHI,NARELA,27.1,70.0,,Zone 4,,54.3,Zone 5,2025-05-07 20:40:39,29.0,Unknown Station,28.9,Zone 4,30.6,Zone 4,34.7,Zone 4,41.4,Zone 5,40.2,Zone 4,50.4,Zone 5,56.2,Zone 5,54.5,Zone 5,56.2
NORTH_WEST_DELHI,MUNGESHPUR,27.7,70.0,,Zone 4,,57.9,Zone 5,2025-05-07 20:40:39,30.0,Mungeshpur,29.7,Zone 4,31.6,Zone 4,35.6,Zone 4,45.0,Zone 5,42.1,Zone 5,51.4,Zone 5,59.0,Zone 5,55.3,Zone 5,59.0
NORTH_DELHI,DELHI_UNIVERSITY,26.7,74.0,,Zone 4,,55.6,Zone 5,2025-05-07 20:40:39,28.7,North Campus,28.4,Zone 4,30.3,Zone 4,34.4,Zone 4,42.1,Zone 5,40.0,Zone 4,50.7,Zone 5,56.8,Zone 5,54.7,Zone 5,56.8
NEW_DELHI,SPORTS_COMPLEX,25.0,10.0,,Zone 2 or 3,,33.8,Zone 4,2025-05-07 20:40:39,22.7,Unknown Station,22.7,Zone 3,22.2,Zone 4,27.5,Zone 4,25.8,Zone 4,31.0,Zone 4,29.3,Zone 4,34.3,Zone 4,32.5,Zone 4,34.3
GURGAON,NORTHCAP_UNIVERSITY,26.6,65.0,,Zone 4,,46.2,Zone 5,2025-05-07 20:40:39,27.8,"Sector 23A, Gurugram",27.7,Zone 4,28.8,Zone 4,33.2,Zone 4,34.1,Zone 4,38.4,Zone 4,47.9,Zone 5,48.4,Zone 5,52.3,Zone 5,48.4
SOUTH_WEST_DELHI,NAJAFGARH,27.8,80.0,,Zone 4,,61.3,Zone 5,2025-05-07 20:40:39,31.4,Najafgarh,31.8,Zone 4,40.6,Zone 5,38.6,Zone 4,51.0,Zone 5,57.2,Zone 5,55.6,Zone 5,62.2,Zone 5,58.9,Zone 5,62.2
GAZIABAD,KV2_AIRFORCE_HINDON,25.4,79.0,,Zone 4,,51.9,Zone 5,2025-05-07 20:40:39,27.1,"Air Force Station, Ghaziabad",27.2,Zone 4,29.1,Zone 4,33.3,Zone 4,39.8,Zone 5,38.9,Zone 4,50.1,Zone 5,55.1,Zone 5,54.2,Zone 5,55.1
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,23.5,99.0,,Zone 2 or 3,,55.9,Zone 5,2025-05-07 20:40:39,25.2,Mayur Vihar-III,25.2,Zone 3,27.7,Zone 4,31.8,Zone 4,43.1,Zone 5,41.2,Zone 5,51.2,Zone 5,58.2,Zone 5,55.2,Zone 5,58.2
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,30.5,60.0,,Zone 4,,60.4,Zone 5,2025-05-07 20:40:39,33.6,Unknown Station,33.6,Zone 4,35.7,Zone 4,39.6,Zone 4,49.1,Zone 5,51.4,Zone 5,53.9,Zone 5,60.9,Zone 5,57.5,Zone 5,60.9
DELHI,KV_NARAYNA,27.8,65.0,,Zone 4,,53.7,Zone 5,2025-05-07 20:40:39,29.7,"Naraina, New Delhi",30.0,Zone 4,31.6,Zone 4,35.7,Zone 4,43.0,Zone 5,41.1,Zone 4,50.8,Zone 5,57.3,Zone 5,54.8,Zone 5,57.3
DELHI,KVK_CRPF_CAMPUS,27.2,68.0,,Zone 4,,53.0,Zone 5,2025-05-07 20:40:39,29.0,Jharoda Kalan,28.7,Zone 4,30.2,Zone 4,34.4,Zone 4,39.3,Zone 5,39.8,Zone 4,49.8,Zone 5,54.4,Zone 5,53.9,Zone 5,54.4
DELHI,IGNOU,27.7,68.0,,Zone 4,,56.0,Zone 5,2025-05-07 20:40:39,29.8,Maidan Garhi,29.5,Zone 4,31.2,Zone 4,35.3,Zone 4,42.8,Zone 5,40.8,Zone 4,50.8,Zone 5,57.3,Zone 5,54.8,Zone 5,57.3
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,26.4,69.0,,Zone 4,,48.9,Zone 5,2025-05-07 20:40:39,27.9,"Kamla Nehru Nagar, Ghaziabad",28.0,Zone 4,29.4,Zone 4,33.7,Zone 4,36.9,Zone 5,39.0,Zone 4,49.2,Zone 5,52.3,Zone 5,53.4,Zone 5,52.3
SOUTH_WEST_DELHI,NAJAFGARH,27.2,87.0,,Zone 4,,61.9,Zone 5,2025-05-07 21:42:11,31.1,Najafgarh,30.7,Zone 4,40.2,Zone 5,37.7,Zone 4,51.0,Zone 5,57.0,Zone 5,55.5,Zone 5,62.1,Zone 5,58.9,Zone 5,62.1
NORTH_WEST_DELHI,PITAMPURA,28.2,79.0,,Zone 4,,61.7,Zone 5,2025-05-07 21:42:11,32.1,Pitampura,31.7,Zone 4,39.3,Zone 5,38.4,Zone 4,50.7,Zone 5,56.1,Zone 5,55.3,Zone 5,61.9,Zone 5,58.7,Zone 5,61.9
NORTH_WEST_DELHI,NARELA,26.1,74.0,,Zone 4,,51.8,Zone 5,2025-05-07 21:42:11,27.8,Unknown Station,27.6,Zone 4,29.3,Zone 4,33.5,Zone 4,38.4,Zone 5,39.0,Zone 4,49.7,Zone 5,53.8,Zone 5,53.8,Zone 5,53.8
NORTH_WEST_DELHI,MUNGESHPUR,27.2,70.0,,Zone 4,,54.9,Zone 5,2025-05-07 21:42:11,29.2,Mungeshpur,28.9,Zone 4,30.6,Zone 4,34.7,Zone 4,41.4,Zone 5,40.2,Zone 4,50.4,Zone 5,56.2,Zone 5,54.5,Zone 5,56.2
NORTH_DELHI,DELHI_UNIVERSITY,26.3,76.0,,Zone 4,,55.0,Zone 5,2025-05-07 21:42:11,28.3,North Campus,28.6,Zone 4,30.6,Zone 4,34.7,Zone 4,44.2,Zone 5,41.5,Zone 5,51.3,Zone 5,58.5,Zone 5,55.2,Zone 5,58.5
NEW_DELHI,LODI ROAD,27.1,81.0,,Zone 4,,60.4,Zone 5,2025-05-07 21:42:11,30.2,Lodhi Road,30.0,Zone 4,33.1,Zone 5,36.5,Zone 4,48.9,Zone 5,50.6,Zone 5,53.8,Zone 5,60.8,Zone 5,57.4,Zone 5,60.8
GURGAON,NORTHCAP_UNIVERSITY,27.0,64.0,,Zone 4,,47.7,Zone 5,2025-05-07 21:42:11,28.3,"Sector 23A, Gurugram",28.3,Zone 4,29.6,Zone 4,33.9,Zone 4,35.1,Zone 5,39.1,Zone 4,48.6,Zone 5,50.5,Zone 5,52.9,Zone 5,50.5
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,26.2,75.0,,Zone 4,,53.4,Zone 5,2025-05-07 21:42:11,28.0,"Kamla Nehru Nagar, Ghaziabad",27.7,Zone 4,29.4,Zone 4,33.6,Zone 4,39.5,Zone 5,39.2,Zone 4,50.0,Zone 5,54.7,Zone 5,54.1,Zone 5,54.7
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,23.7,99.0,,Zone 4,,57.2,Zone 5,2025-05-07 21:42:11,25.6,Mayur Vihar-III,25.2,Zone 3,27.7,Zone 4,31.8,Zone 4,43.1,Zone 5,41.2,Zone 5,51.2,Zone 5,58.2,Zone 5,55.2,Zone 5,58.2
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,29.6,66.0,,Zone 4,,60.6,Zone 5,2025-05-07 21:42:11,32.9,Unknown Station,32.7,Zone 4,35.1,Zone 5,38.9,Zone 4,49.3,Zone 5,51.9,Zone 5,54.1,Zone 5,61.0,Zone 5,57.6,Zone 5,61.0
DELHI,KV_NARAYNA,27.5,68.0,,Zone 4,,54.8,Zone 5,2025-05-07 21:42:11,29.5,"Naraina, New Delhi",29.5,Zone 4,31.2,Zone 4,35.3,Zone 4,42.8,Zone 5,40.8,Zone 4,50.8,Zone 5,57.3,Zone 5,54.8,Zone 5,57.3
DELHI,KV_JANAKPURI,27.9,66.0,,Zone 4,,55.3,Zone 5,2025-05-07 21:42:11,29.9,Janakpuri,30.1,Zone 4,31.8,Zone 4,35.9,Zone 4,44.1,Zone 5,41.3,Zone 4,51.1,Zone 5,58.2,Zone 5,55.1,Zone 5,58.2
