DISTRICT,STATION,TEMP,RH,WBGT,EHI,EHI_REGION,EHI_350 (shaded),REGION_350 (shaded),LOGGED_AT,LOGGED_AT (PST),EHI_350 (in shade),REGION_350 (in shade),Light Work Heat Stress Zone,,Hard Labor Heat Stress Zone,LOGGED_AT (IST),2025-05-03 08:27:28CENTRAL_DELHIPRAGATI_MAIDAN25.386.0,2025-05-03 08:27:28,CENTRAL_DELHI,PRAGATI_MAIDAN,25.3,86.0,27.4Zone 4,27.4,Zone 4,57.3Zone 5,57.3,Zone 5,2025-05-03 08:31:46CENTRAL_DELHIPRAGATI_MAIDAN25.386.0,2025-05-03 08:31:46
GURGAON,NORTHCAP_UNIVERSITY,23.5,100.0,,25.3,,,,,,56.6,,Zone 2 or 3,,Zone 5,2025-05-03 07:20:24,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,NAJAFGARH,23.9,100.0,,26.0,,,,,,59.0,,Zone 4,,Zone 5,2025-05-03 07:20:24,,,,,,,,,,,,,,
NORTH_WEST_DELHI,PITAMPURA,26.5,96.0,,30.8,,,,,,62.7,,Zone 4,,Zone 5,2025-05-03 07:20:24,,,,,,,,,,,,,,
NORTH_WEST_DELHI,MUNGESHPUR,23.5,87.0,,24.8,,,,,,46.2,,Zone 2 or 3,,Zone 5,2025-05-03 07:20:24,,,,,,,,,,,,,,
NORTH_DELHI,DELHI_UNIVERSITY,25.4,84.0,,27.4,,,,,,56.3,,Zone 4,,Zone 5,2025-05-03 07:20:24,,,,,,,,,,,,,,
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,24.0,100.0,,26.1,,,,,,59.2,,Zone 4,,Zone 5,2025-05-03 07:20:24,,,,,,,,,,,,,,
DELHI,IGNOU,24.8,93.0,,27.0,,,,,,59.2,,Zone 4,,Zone 5,2025-05-03 07:20:24,,,,,,,,,,,,,,
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,25.1,99.0,,28.1,,,,,,60.9,,Zone 4,,Zone 5,2025-05-03 07:20:24,,,,,,,,,,,,,,
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,26.4,90.0,,29.8,,,,,,61.3,,Zone 4,,Zone 5,2025-05-03 07:20:24,,,,,,,,,,,,,,
DELHI,KV_NARAYNA,24.4,93.0,,26.4,,,,,,57.2,,Zone 4,,Zone 5,2025-05-03 07:20:24,,,,,,,,,,,,,,
DELHI,KV_JANAKPURI,25.3,90.0,,27.7,,,,,,59.4,,Zone 4,,Zone 5,2025-05-03 07:20:24,,,,,,,,,,,,,,
DELHI,KVK_CRPF_CAMPUS,23.8,91.0,,25.3,,,,,,51.6,,Zone 2 or 3,,Zone 5,2025-05-03 07:20:24,,,,,,,,,,,,,,
GAZIABAD,KV2_AIRFORCE_HINDON,23.8,100.0,,25.8,,,,,,58.5,,Zone 4,,Zone 5,2025-05-03 07:20:24,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,NAJAFGARH,23.9,100.0,,26.0,,,,,,59.0,,Zone 4,,Zone 5,2025-05-03 07:22:36,,,,,,,,,,,,,,
NORTH_WEST_DELHI,PITAMPURA,26.5,96.0,,30.8,,,,,,62.7,,Zone 4,,Zone 5,2025-05-03 07:22:36,,,,,,,,,,,,,,
NORTH_WEST_DELHI,MUNGESHPUR,23.5,87.0,,24.8,,,,,,46.2,,Zone 2 or 3,,Zone 5,2025-05-03 07:22:36,,,,,,,,,,,,,,
NORTH_DELHI,DELHI_UNIVERSITY,25.4,84.0,,27.4,,,,,,56.3,,Zone 4,,Zone 5,2025-05-03 07:22:36,,,,,,,,,,,,,,
GURGAON,NORTHCAP_UNIVERSITY,23.5,100.0,,25.3,,,,,,56.6,,Zone 2 or 3,,Zone 5,2025-05-03 07:22:36,,,,,,,,,,,,,,
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,24.0,100.0,,26.1,,,,,,59.2,,Zone 4,,Zone 5,2025-05-03 07:22:36,,,,,,,,,,,,,,
GAZIABAD,KV2_AIRFORCE_HINDON,23.8,100.0,,25.8,,,,,,58.5,,Zone 4,,Zone 5,2025-05-03 07:22:36,,,,,,,,,,,,,,
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,26.4,90.0,,29.8,,,,,,61.3,,Zone 4,,Zone 5,2025-05-03 07:22:36,,,,,,,,,,,,,,
DELHI,KV_NARAYNA,24.4,93.0,,26.4,,,,,,57.2,,Zone 4,,Zone 5,2025-05-03 07:22:36,,,,,,,,,,,,,,
DELHI,KV_JANAKPURI,25.3,90.0,,27.7,,,,,,59.4,,Zone 4,,Zone 5,2025-05-03 07:22:36,,,,,,,,,,,,,,
DELHI,KVK_CRPF_CAMPUS,23.8,91.0,,25.3,,,,,,51.6,,Zone 2 or 3,,Zone 5,2025-05-03 07:22:36,,,,,,,,,,,,,,
DELHI,IGNOU,24.8,93.0,,27.0,,,,,,59.2,,Zone 4,,Zone 5,2025-05-03 07:22:36,,,,,,,,,,,,,,
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,25.1,99.0,,28.1,,,,,,60.9,,Zone 4,,Zone 5,2025-05-03 07:22:36,,,,,,,,,,,,,,
GURGAON,NORTHCAP_UNIVERSITY,23.5,100.0,,25.3,,,,,,56.6,,Zone 2 or 3,,Zone 5,2025-05-03 07:29:43,,,,,,,,,,,,,,
NORTH_WEST_DELHI,PITAMPURA,26.5,96.0,,30.8,,,,,,62.7,,Zone 4,,Zone 5,2025-05-03 07:29:43,,,,,,,,,,,,,,
NORTH_WEST_DELHI,MUNGESHPUR,23.9,86.0,,25.2,,,,,,48.1,,Zone 2 or 3,,Zone 5,2025-05-03 07:29:43,,,,,,,,,,,,,,
NORTH_DELHI,DELHI_UNIVERSITY,25.4,84.0,,27.4,,,,,,56.3,,Zone 4,,Zone 5,2025-05-03 07:29:43,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,NAJAFGARH,24.4,100.0,,26.8,,,,,,59.9,,Zone 4,,Zone 5,2025-05-03 07:29:43,,,,,,,,,,,,,,
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,24.0,100.0,,26.1,,,,,,59.2,,Zone 4,,Zone 5,2025-05-03 07:29:43,,,,,,,,,,,,,,
NEW_DELHI,SPORTS_COMPLEX,27.0,97.0,,32.1,,,,,,63.8,,Zone 4,,Zone 5,2025-05-03 07:29:43,,,,,,,,,,,,,,
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,25.1,99.0,,28.1,,,,,,60.9,,Zone 4,,Zone 5,2025-05-03 07:29:43,,,,,,,,,,,,,,
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,26.4,90.0,,29.8,,,,,,61.3,,Zone 4,,Zone 5,2025-05-03 07:29:43,,,,,,,,,,,,,,
DELHI,KV_NARAYNA,24.4,93.0,,26.4,,,,,,57.2,,Zone 4,,Zone 5,2025-05-03 07:29:43,,,,,,,,,,,,,,
DELHI,KV_JANAKPURI,25.3,90.0,,27.7,,,,,,59.4,,Zone 4,,Zone 5,2025-05-03 07:29:43,,,,,,,,,,,,,,
DELHI,KVK_CRPF_CAMPUS,23.8,91.0,,25.3,,,,,,51.6,,Zone 2 or 3,,Zone 5,2025-05-03 07:29:43,,,,,,,,,,,,,,
DELHI,IGNOU,24.8,93.0,,27.0,,,,,,59.2,,Zone 4,,Zone 5,2025-05-03 07:29:43,,,,,,,,,,,,,,
GAZIABAD,KV2_AIRFORCE_HINDON,23.8,100.0,,25.8,,,,,,58.5,,Zone 4,,Zone 5,2025-05-03 07:29:43,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,NAJAFGARH,24.4,100.0,,26.8,,,,,,59.9,,Zone 4,,Zone 5,2025-05-03 07:33:47,,,,,,,,,,,,,,
NORTH_WEST_DELHI,PITAMPURA,26.5,96.0,,30.8,,,,,,62.7,,Zone 4,,Zone 5,2025-05-03 07:33:47,,,,,,,,,,,,,,
NORTH_WEST_DELHI,MUNGESHPUR,23.9,86.0,,25.2,,,,,,48.1,,Zone 2 or 3,,Zone 5,2025-05-03 07:33:47,,,,,,,,,,,,,,
NORTH_DELHI,DELHI_UNIVERSITY,25.4,84.0,,27.4,,,,,,56.3,,Zone 4,,Zone 5,2025-05-03 07:33:47,,,,,,,,,,,,,,
NEW_DELHI,SPORTS_COMPLEX,27.0,97.0,,32.1,,,,,,63.8,,Zone 4,,Zone 5,2025-05-03 07:33:47,,,,,,,,,,,,,,
GURGAON,NORTHCAP_UNIVERSITY,23.5,100.0,,25.3,,,,,,56.6,,Zone 2 or 3,,Zone 5,2025-05-03 07:33:47,,,,,,,,,,,,,,
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,24.0,100.0,,26.1,,,,,,59.2,,Zone 4,,Zone 5,2025-05-03 07:33:47,,,,,,,,,,,,,,
GAZIABAD,KV2_AIRFORCE_HINDON,23.8,100.0,,25.8,,,,,,58.5,,Zone 4,,Zone 5,2025-05-03 07:33:47,,,,,,,,,,,,,,
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,25.1,99.0,,28.1,,,,,,60.9,,Zone 4,,Zone 5,2025-05-03 07:33:47,,,,,,,,,,,,,,
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,26.4,90.0,,29.8,,,,,,61.3,,Zone 4,,Zone 5,2025-05-03 07:33:47,,,,,,,,,,,,,,
DELHI,KV_NARAYNA,24.4,93.0,,26.4,,,,,,57.2,,Zone 4,,Zone 5,2025-05-03 07:33:47,,,,,,,,,,,,,,
DELHI,KV_JANAKPURI,25.3,90.0,,27.7,,,,,,59.4,,Zone 4,,Zone 5,2025-05-03 07:33:47,,,,,,,,,,,,,,
DELHI,KVK_CRPF_CAMPUS,23.8,91.0,,25.3,,,,,,51.6,,Zone 2 or 3,,Zone 5,2025-05-03 07:33:47,,,,,,,,,,,,,,
DELHI,IGNOU,24.8,93.0,,27.0,,,,,,59.2,,Zone 4,,Zone 5,2025-05-03 07:33:47,,,,,,,,,,,,,,
NORTH_WEST_DELHI,PITAMPURA,26.7,93.0,,30.8,,,,,,62.4,,Zone 4,,Zone 5,2025-05-03 07:50:48,,,,,,,,,,,,,,
NORTH_WEST_DELHI,MUNGESHPUR,24.4,86.0,,25.9,,,,,,51.4,,Zone 4,,Zone 5,2025-05-03 07:50:48,,,,,,,,,,,,,,
NORTH_DELHI,DELHI_UNIVERSITY,25.5,82.0,,27.4,,,,,,55.2,,Zone 4,,Zone 5,2025-05-03 07:50:48,,,,,,,,,,,,,,
NEW_DELHI,SPORTS_COMPLEX,26.9,96.0,,31.7,,,,,,63.4,,Zone 4,,Zone 5,2025-05-03 07:50:48,,,,,,,,,,,,,,
GURGAON,NORTHCAP_UNIVERSITY,23.8,100.0,,25.8,,,,,,58.5,,Zone 4,,Zone 5,2025-05-03 07:50:48,,,,,,,,,,,,,,
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,25.4,87.0,,27.6,,,,,,58.7,,Zone 4,,Zone 5,2025-05-03 07:50:48,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,NAJAFGARH,24.8,100.0,,27.6,,,,,,60.6,,Zone 4,,Zone 5,2025-05-03 07:50:48,,,,,,,,,,,,,,
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,24.7,99.0,,27.3,,,,,,60.2,,Zone 4,,Zone 5,2025-05-03 07:50:48,,,,,,,,,,,,,,
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,26.5,87.0,,29.7,,,,,,60.8,,Zone 4,,Zone 5,2025-05-03 07:50:48,,,,,,,,,,,,,,
DELHI,KV_NARAYNA,24.4,91.0,,26.2,,,,,,55.6,,Zone 4,,Zone 5,2025-05-03 07:50:48,,,,,,,,,,,,,,
DELHI,KV_JANAKPURI,25.0,88.0,,27.0,,,,,,57.0,,Zone 4,,Zone 5,2025-05-03 07:50:48,,,,,,,,,,,,,,
DELHI,KVK_CRPF_CAMPUS,24.0,89.0,,25.5,,,,,,51.3,,Zone 4,,Zone 5,2025-05-03 07:50:48,,,,,,,,,,,,,,
GAZIABAD,KV2_AIRFORCE_HINDON,25.6,85.0,,27.8,,,,,,58.3,,Zone 4,,Zone 5,2025-05-03 07:50:48,,,,,,,,,,,,,,
NORTH_WEST_DELHI,PITAMPURA,26.7,93.0,,30.8,,,,,,62.4,,Zone 4,,Zone 5,2025-05-03 07:51:11,,,,,,,,,,,,,,
NORTH_WEST_DELHI,MUNGESHPUR,24.4,86.0,,25.9,,,,,,51.4,,Zone 4,,Zone 5,2025-05-03 07:51:11,,,,,,,,,,,,,,
NORTH_DELHI,DELHI_UNIVERSITY,25.5,82.0,,27.4,,,,,,55.2,,Zone 4,,Zone 5,2025-05-03 07:51:11,,,,,,,,,,,,,,
NEW_DELHI,SPORTS_COMPLEX,26.9,96.0,,31.7,,,,,,63.4,,Zone 4,,Zone 5,2025-05-03 07:51:11,,,,,,,,,,,,,,
GURGAON,NORTHCAP_UNIVERSITY,23.8,100.0,,25.8,,,,,,58.5,,Zone 4,,Zone 5,2025-05-03 07:51:11,,,,,,,,,,,,,,
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,25.4,87.0,,27.6,,,,,,58.7,,Zone 4,,Zone 5,2025-05-03 07:51:11,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,NAJAFGARH,24.8,100.0,,27.6,,,,,,60.6,,Zone 4,,Zone 5,2025-05-03 07:51:11,,,,,,,,,,,,,,
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,24.7,99.0,,27.3,,,,,,60.2,,Zone 4,,Zone 5,2025-05-03 07:51:11,,,,,,,,,,,,,,
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,26.5,87.0,,29.7,,,,,,60.8,,Zone 4,,Zone 5,2025-05-03 07:51:11,,,,,,,,,,,,,,
DELHI,KV_NARAYNA,24.4,91.0,,26.2,,,,,,55.6,,Zone 4,,Zone 5,2025-05-03 07:51:11,,,,,,,,,,,,,,
DELHI,KV_JANAKPURI,25.0,88.0,,27.0,,,,,,57.0,,Zone 4,,Zone 5,2025-05-03 07:51:11,,,,,,,,,,,,,,
DELHI,KVK_CRPF_CAMPUS,24.0,89.0,,25.5,,,,,,51.3,,Zone 4,,Zone 5,2025-05-03 07:51:11,,,,,,,,,,,,,,
DELHI,IGNOU,24.6,92.0,,26.6,,,,,,57.6,,Zone 4,,Zone 5,2025-05-03 07:51:11,,,,,,,,,,,,,,
GAZIABAD,KV2_AIRFORCE_HINDON,25.6,85.0,,27.8,,,,,,58.3,,Zone 4,,Zone 5,2025-05-03 07:51:11,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,NAJAFGARH,24.8,100.0,,27.6,,,,,,60.6,,Region 4,,Region 5,2025-05-03 07:51:57,,,,,,,,,,,,,,
NORTH_WEST_DELHI,PITAMPURA,26.7,93.0,,30.8,,,,,,62.4,,Region 4,,Region 5,2025-05-03 07:51:57,,,,,,,,,,,,,,
NORTH_WEST_DELHI,MUNGESHPUR,24.4,86.0,,25.9,,,,,,51.4,,Region 4,,Region 5,2025-05-03 07:51:57,,,,,,,,,,,,,,
NORTH_DELHI,DELHI_UNIVERSITY,25.5,82.0,,27.4,,,,,,55.2,,Region 4,,Region 5,2025-05-03 07:51:57,,,,,,,,,,,,,,
NEW_DELHI,SPORTS_COMPLEX,26.9,96.0,,31.7,,,,,,63.4,,Region 4,,Region 5,2025-05-03 07:51:57,,,,,,,,,,,,,,
GURGAON,NORTHCAP_UNIVERSITY,23.8,100.0,,25.8,,,,,,58.5,,Region 4,,Region 5,2025-05-03 07:51:57,,,,,,,,,,,,,,
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,25.4,87.0,,27.6,,,,,,58.7,,Region 4,,Region 5,2025-05-03 07:51:57,,,,,,,,,,,,,,
GAZIABAD,KV2_AIRFORCE_HINDON,25.6,85.0,,27.8,,,,,,58.3,,Region 4,,Region 5,2025-05-03 07:51:57,,,,,,,,,,,,,,
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,26.5,87.0,,29.7,,,,,,60.8,,Region 4,,Region 5,2025-05-03 07:51:57,,,,,,,,,,,,,,
DELHI,KV_NARAYNA,24.4,91.0,,26.2,,,,,,55.6,,Region 4,,Region 5,2025-05-03 07:51:57,,,,,,,,,,,,,,
DELHI,KV_JANAKPURI,25.0,88.0,,27.0,,,,,,57.0,,Region 4,,Region 5,2025-05-03 07:51:57,,,,,,,,,,,,,,
DELHI,KVK_CRPF_CAMPUS,24.0,89.0,,25.5,,,,,,51.3,,Region 4,,Region 5,2025-05-03 07:51:57,,,,,,,,,,,,,,
DELHI,IGNOU,24.6,92.0,,26.6,,,,,,57.6,,Region 4,,Region 5,2025-05-03 07:51:57,,,,,,,,,,,,,,
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,24.7,99.0,,27.3,,,,,,60.2,,Region 4,,Region 5,2025-05-03 07:51:57,,,,,,,,,,,,,,
GURGAON,NORTHCAP_UNIVERSITY,23.8,100.0,,25.8,,,,,,58.5,,Zone 4,,Zone 5,2025-05-03 07:54:46,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,NAJAFGARH,24.8,100.0,,27.6,,,,,,60.6,,Zone 4,,Zone 5,2025-05-03 07:54:46,,,,,,,,,,,,,,
NORTH_WEST_DELHI,PITAMPURA,26.7,93.0,,30.8,,,,,,62.4,,Zone 4,,Zone 5,2025-05-03 07:54:46,,,,,,,,,,,,,,
NORTH_WEST_DELHI,MUNGESHPUR,24.4,86.0,,25.9,,,,,,51.4,,Zone 4,,Zone 5,2025-05-03 07:54:46,,,,,,,,,,,,,,
NEW_DELHI,SPORTS_COMPLEX,26.9,96.0,,31.7,,,,,,63.4,,Zone 4,,Zone 5,2025-05-03 07:54:46,,,,,,,,,,,,,,
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,25.4,87.0,,27.6,,,,,,58.7,,Zone 4,,Zone 5,2025-05-03 07:54:46,,,,,,,,,,,,,,
NORTH_DELHI,DELHI_UNIVERSITY,25.5,82.0,,27.4,,,,,,55.2,,Zone 4,,Zone 5,2025-05-03 07:54:46,,,,,,,,,,,,,,
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,24.7,99.0,,27.3,,,,,,60.2,,Zone 4,,Zone 5,2025-05-03 07:54:46,,,,,,,,,,,,,,
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,26.5,87.0,,29.7,,,,,,60.8,,Zone 4,,Zone 5,2025-05-03 07:54:46,,,,,,,,,,,,,,
DELHI,KV_NARAYNA,24.4,91.0,,26.2,,,,,,55.6,,Zone 4,,Zone 5,2025-05-03 07:54:46,,,,,,,,,,,,,,
GAZIABAD,KV2_AIRFORCE_HINDON,25.6,85.0,,27.8,,,,,,58.3,,Zone 4,,Zone 5,2025-05-03 07:54:46,,,,,,,,,,,,,,
DELHI,KV_JANAKPURI,25.0,88.0,,27.0,,,,,,57.0,,Zone 4,,Zone 5,2025-05-03 07:54:46,,,,,,,,,,,,,,
DELHI,KVK_CRPF_CAMPUS,24.0,89.0,,25.5,,,,,,51.3,,Zone 4,,Zone 5,2025-05-03 07:54:46,,,,,,,,,,,,,,
DELHI,IGNOU,24.6,92.0,,26.6,,,,,,57.6,,Zone 4,,Zone 5,2025-05-03 07:54:46,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,NAJAFGARH,24.8,100.0,,27.6,,,,,,60.6,,Zone 4,,Zone 5,2025-05-03 07:59:36,,,,,,,,,,,,,,
NORTH_WEST_DELHI,PITAMPURA,26.7,93.0,,30.8,,,,,,62.4,,Zone 4,,Zone 5,2025-05-03 07:59:36,,,,,,,,,,,,,,
NORTH_WEST_DELHI,MUNGESHPUR,24.4,86.0,,25.9,,,,,,51.4,,Zone 4,,Zone 5,2025-05-03 07:59:36,,,,,,,,,,,,,,
NORTH_DELHI,DELHI_UNIVERSITY,25.5,82.0,,27.4,,,,,,55.2,,Zone 4,,Zone 5,2025-05-03 07:59:36,,,,,,,,,,,,,,
NEW_DELHI,SPORTS_COMPLEX,26.9,96.0,,31.7,,,,,,63.4,,Zone 4,,Zone 5,2025-05-03 07:59:36,,,,,,,,,,,,,,
GURGAON,NORTHCAP_UNIVERSITY,23.8,100.0,,25.8,,,,,,58.5,,Zone 4,,Zone 5,2025-05-03 07:59:36,,,,,,,,,,,,,,
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,25.4,87.0,,27.6,,,,,,58.7,,Zone 4,,Zone 5,2025-05-03 07:59:36,,,,,,,,,,,,,,
GAZIABAD,KV2_AIRFORCE_HINDON,25.6,85.0,,27.8,,,,,,58.3,,Zone 4,,Zone 5,2025-05-03 07:59:36,,,,,,,,,,,,,,
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,24.7,99.0,,27.3,,,,,,60.2,,Zone 4,,Zone 5,2025-05-03 07:59:36,,,,,,,,,,,,,,
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,26.5,87.0,,29.7,,,,,,60.8,,Zone 4,,Zone 5,2025-05-03 07:59:36,,,,,,,,,,,,,,
DELHI,KV_NARAYNA,24.4,91.0,,26.2,,,,,,55.6,,Zone 4,,Zone 5,2025-05-03 07:59:36,,,,,,,,,,,,,,
DELHI,KV_JANAKPURI,25.0,88.0,,27.0,,,,,,57.0,,Zone 4,,Zone 5,2025-05-03 07:59:36,,,,,,,,,,,,,,
DELHI,KVK_CRPF_CAMPUS,24.0,89.0,,25.5,,,,,,51.3,,Zone 4,,Zone 5,2025-05-03 07:59:36,,,,,,,,,,,,,,
DELHI,IGNOU,24.6,92.0,,26.6,,,,,,57.6,,Zone 4,,Zone 5,2025-05-03 07:59:36,,,,,,,,,,,,,,
NORTH_WEST_DELHI,PITAMPURA,26.7,93.0,,30.8,,,,,,62.4,,Zone 4,,Zone 5,2025-05-03 08:00:56,,,,,,,,,,,,,,
NORTH_WEST_DELHI,MUNGESHPUR,24.4,86.0,,25.9,,,,,,51.4,,Zone 4,,Zone 5,2025-05-03 08:00:56,,,,,,,,,,,,,,
NORTH_DELHI,DELHI_UNIVERSITY,25.5,82.0,,27.4,,,,,,55.2,,Zone 4,,Zone 5,2025-05-03 08:00:56,,,,,,,,,,,,,,
NEW_DELHI,SPORTS_COMPLEX,26.9,96.0,,31.7,,,,,,63.4,,Zone 4,,Zone 5,2025-05-03 08:00:56,,,,,,,,,,,,,,
GURGAON,NORTHCAP_UNIVERSITY,23.8,100.0,,25.8,,,,,,58.5,,Zone 4,,Zone 5,2025-05-03 08:00:56,,,,,,,,,,,,,,
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,25.4,87.0,,27.6,,,,,,58.7,,Zone 4,,Zone 5,2025-05-03 08:00:56,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,NAJAFGARH,24.8,100.0,,27.6,,,,,,60.6,,Zone 4,,Zone 5,2025-05-03 08:00:56,,,,,,,,,,,,,,
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,24.7,99.0,,27.3,,,,,,60.2,,Zone 4,,Zone 5,2025-05-03 08:00:56,,,,,,,,,,,,,,
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,26.5,87.0,,29.7,,,,,,60.8,,Zone 4,,Zone 5,2025-05-03 08:00:56,,,,,,,,,,,,,,
DELHI,KV_NARAYNA,24.4,91.0,,26.2,,,,,,55.6,,Zone 4,,Zone 5,2025-05-03 08:00:56,,,,,,,,,,,,,,
DELHI,KV_JANAKPURI,25.0,88.0,,27.0,,,,,,57.0,,Zone 4,,Zone 5,2025-05-03 08:00:56,,,,,,,,,,,,,,
DELHI,KVK_CRPF_CAMPUS,24.0,89.0,,25.5,,,,,,51.3,,Zone 4,,Zone 5,2025-05-03 08:00:56,,,,,,,,,,,,,,
DELHI,IGNOU,24.6,92.0,,26.6,,,,,,57.6,,Zone 4,,Zone 5,2025-05-03 08:00:56,,,,,,,,,,,,,,
GAZIABAD,KV2_AIRFORCE_HINDON,25.6,85.0,,27.8,,,,,,58.3,,Zone 4,,Zone 5,2025-05-03 08:00:56,,,,,,,,,,,,,,
NORTH_WEST_DELHI,PITAMPURA,26.8,92.0,,,,,,,,,,,,,2025-05-03 08:13:50,,,,,,,,,,,,,,
NORTH_WEST_DELHI,MUNGESHPUR,24.8,85.0,,,,,,,,,,,,,2025-05-03 08:13:50,,,,,,,,,,,,,,
NORTH_DELHI,DELHI_UNIVERSITY,25.6,82.0,,,,,,,,,,,,,2025-05-03 08:13:50,,,,,,,,,,,,,,
NEW_DELHI,SPORTS_COMPLEX,26.8,97.0,,,,,,,,,,,,,2025-05-03 08:13:50,,,,,,,,,,,,,,
GURGAON,NORTHCAP_UNIVERSITY,23.8,100.0,,,,,,,,,,,,,2025-05-03 08:13:50,,,,,,,,,,,,,,
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,25.4,87.0,,,,,,,,,,,,,2025-05-03 08:13:50,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,NAJAFGARH,25.2,100.0,,,,,,,,,,,,,2025-05-03 08:13:50,,,,,,,,,,,,,,
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,25.0,99.0,,,,,,,,,,,,,2025-05-03 08:13:50,,,,,,,,,,,,,,
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,26.5,87.0,,,,,,,,,,,,,2025-05-03 08:13:50,,,,,,,,,,,,,,
DELHI,KV_NARAYNA,24.6,90.0,,,,,,,,,,,,,2025-05-03 08:13:50,,,,,,,,,,,,,,
DELHI,KV_JANAKPURI,25.2,88.0,,,,,,,,,,,,,2025-05-03 08:13:50,,,,,,,,,,,,,,
DELHI,KVK_CRPF_CAMPUS,25.0,84.0,,,,,,,,,,,,,2025-05-03 08:13:50,,,,,,,,,,,,,,
DELHI,IGNOU,24.8,91.0,,,,,,,,,,,,,2025-05-03 08:13:50,,,,,,,,,,,,,,
GAZIABAD,KV2_AIRFORCE_HINDON,25.8,87.0,,,,,,,,,,,,,2025-05-03 08:13:50,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,NAJAFGARH,25.2,100.0,,28.4,,,,,,61.3,,Zone 4,,Zone 5,2025-05-03 08:17:34,,,,,,,,,,,,,,
NORTH_WEST_DELHI,PITAMPURA,26.8,92.0,,30.9,,,,,,62.4,,Zone 4,,Zone 5,2025-05-03 08:17:34,,,,,,,,,,,,,,
NORTH_WEST_DELHI,MUNGESHPUR,24.8,85.0,,26.5,,,,,,53.3,,Zone 4,,Zone 5,2025-05-03 08:17:34,,,,,,,,,,,,,,
NORTH_DELHI,DELHI_UNIVERSITY,25.6,82.0,,27.6,,,,,,55.8,,Zone 4,,Zone 5,2025-05-03 08:17:34,,,,,,,,,,,,,,
NEW_DELHI,SPORTS_COMPLEX,26.8,97.0,,31.6,,,,,,63.5,,Zone 4,,Zone 5,2025-05-03 08:17:34,,,,,,,,,,,,,,
GURGAON,NORTHCAP_UNIVERSITY,23.8,100.0,,25.8,,,,,,58.5,,Zone 4,,Zone 5,2025-05-03 08:17:34,,,,,,,,,,,,,,
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,25.4,87.0,,27.6,,,,,,58.7,,Zone 4,,Zone 5,2025-05-03 08:17:34,,,,,,,,,,,,,,
GAZIABAD,KV2_AIRFORCE_HINDON,25.8,87.0,,28.3,,,,,,59.6,,Zone 4,,Zone 5,2025-05-03 08:17:34,,,,,,,,,,,,,,
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,26.5,87.0,,29.7,,,,,,60.8,,Zone 4,,Zone 5,2025-05-03 08:17:34,,,,,,,,,,,,,,
DELHI,KV_NARAYNA,24.6,90.0,,26.5,,,,,,56.1,,Zone 4,,Zone 5,2025-05-03 08:17:34,,,,,,,,,,,,,,
