LOGGED_AT (IST),DISTRICT,STATION,Local Region,TEMP,RH,EHI (in shade),Light Work Heat Stress Zone,EHI_350 (in shade),Hard Labor Heat Stress Zone,STATE,EHI (in shade °C),EHI_350 (in shade °C),EHI_3_shade,Zone_3_shade,EHI_3_sun,Zone_3_sun,EHI_4_shade,Zone_4_shade,EHI_4_sun,Zone_4_sun,EHI_5_shade,Zone_5_shade,EHI_5_sun,Zone_5_sun,EHI_6_shade,Zone_6_shade,EHI_6_sun,Zone_6_sun
2025-05-19 08:11:20,NORTH_WEST_DELHI,MUNGESHPUR,Mungeshpur,30.9,70.0,36.6,Zone 4,63.8,Zone 5,,36.1,63.9,36.1,Zone 4,62.9,Zone 5,46.3,Zone 5,65.6,Zone 5,60.6,Zone 5,67.6,Zone 5,63.9,Zone 5,69.1,Zone 5
2025-05-19 08:11:20,NORTH_WEST_DELHI,NARELA,Unknown Station,30.3,72.0,35.6,Zone 4,63.4,Zone 5,,35.4,63.7,35.4,Zone 4,62.6,Zone 5,44.7,Zone 5,65.4,Zone 5,60.3,Zone 5,67.4,Zone 5,63.7,Zone 5,68.9,Zone 5
2025-05-19 08:11:20,NORTH_WEST_DELHI,PITAMPURA,Pitampura,31.0,80.0,39.9,Zone 4,66.7,Zone 5,,39.1,66.7,39.1,Zone 4,65.7,Zone 5,59.8,Zone 5,68.0,Zone 5,63.9,Zone 5,70.0,Zone 6,66.7,Zone 5,73.5,Zone 6
2025-05-19 08:11:20,SOUTH_WEST_DELHI,NAJAFGARH,Najafgarh,30.5,83.0,39.3,Zone 4,66.6,Zone 5,,38.4,66.6,38.4,Zone 4,65.7,Zone 5,59.7,Zone 5,67.9,Zone 5,63.8,Zone 5,69.9,Zone 6,66.6,Zone 5,73.3,Zone 6
2025-05-19 08:11:20,GURGAON,NORTHCAP_UNIVERSITY,"Sector 23A, Gurugram",30.9,66.0,35.6,Zone 4,62.7,Zone 5,,35.2,62.8,35.2,Zone 4,61.8,Zone 5,41.7,Zone 4,64.6,Zone 5,59.3,Zone 5,66.7,Zone 5,62.8,Zone 5,68.3,Zone 5
2025-05-19 09:11:35,CENTRAL_DELHI,PUSA_AMFU,Unknown Station,30.5,74.0,36.6,Zone 4,64.2,Zone 5,,35.8,64.2,35.8,Zone 4,63.2,Zone 5,48.0,Zone 5,65.8,Zone 5,61.0,Zone 5,67.8,Zone 5,64.2,Zone 5,69.3,Zone 5
2025-05-19 09:11:35,DELHI,IGNOU,Maidan Garhi,31.9,66.0,38.1,Zone 4,64.3,Zone 5,,37.6,64.4,37.6,Zone 4,63.4,Zone 5,49.2,Zone 5,66.0,Zone 5,61.2,Zone 5,67.9,Zone 5,64.4,Zone 5,69.5,Zone 6
2025-05-19 09:11:35,DELHI,KVK_CRPF_CAMPUS,Jharoda Kalan,31.7,60.0,36.0,Zone 4,62.2,Zone 5,,35.0,61.9,35.0,Zone 4,60.8,Zone 5,41.1,Zone 4,63.8,Zone 5,55.8,Zone 5,66.0,Zone 5,61.9,Zone 5,67.7,Zone 5
2025-05-19 09:11:35,DELHI,KV_JANAKPURI,Janakpuri,31.2,67.0,36.6,Zone 4,63.5,Zone 5,,35.4,63.1,35.4,Zone 4,62.0,Zone 5,42.0,Zone 4,64.9,Zone 5,59.6,Zone 5,66.9,Zone 5,63.1,Zone 5,68.5,Zone 5
2025-05-19 09:11:35,DELHI,KV_NARAYNA,"Naraina, New Delhi",31.7,62.0,36.5,Zone 4,62.8,Zone 5,,35.4,62.4,35.4,Zone 4,61.4,Zone 5,41.7,Zone 4,64.3,Zone 5,58.4,Zone 5,66.5,Zone 5,62.4,Zone 5,68.1,Zone 5
2025-05-19 09:11:35,EAST_DELHI,SALWAN_PUBLIC_SCHOOL,Mayur Vihar-III,30.1,65.0,33.7,Zone 4,61.2,Zone 5,,32.9,60.9,32.9,Zone 4,59.9,Zone 5,39.0,Zone 4,63.0,Zone 5,51.5,Zone 5,65.3,Zone 5,60.9,Zone 5,67.1,Zone 5
2025-05-19 09:11:35,GAZIABAD,KV2_AIRFORCE_HINDON,"Air Force Station, Ghaziabad",31.5,64.0,36.6,Zone 4,63.1,Zone 5,,35.9,63.0,35.9,Zone 4,62.0,Zone 5,42.3,Zone 4,64.8,Zone 5,59.5,Zone 5,66.9,Zone 5,63.0,Zone 5,68.5,Zone 5
2025-05-19 09:11:35,GAZIABAD,KV_KAMALA_NEHRU_NAGAR,"Kamla Nehru Nagar, Ghaziabad",30.6,67.0,35.2,Zone 4,62.5,Zone 5,,34.3,62.3,34.3,Zone 4,61.2,Zone 5,40.7,Zone 4,64.2,Zone 5,57.8,Zone 5,66.3,Zone 5,62.3,Zone 5,68.0,Zone 5
2025-05-19 09:11:35,GURGAON,NORTHCAP_UNIVERSITY,"Sector 23A, Gurugram",33.9,56.0,40.0,Zone 4,64.4,Zone 5,,39.6,64.5,39.6,Zone 4,63.5,Zone 5,49.5,Zone 5,66.1,Zone 5,61.3,Zone 5,68.0,Zone 5,64.5,Zone 5,69.6,Zone 6
2025-05-19 09:11:35,NORTH_DELHI,DELHI_UNIVERSITY,North Campus,31.9,66.0,38.1,Zone 4,64.3,Zone 5,,37.6,64.4,37.6,Zone 4,63.4,Zone 5,49.2,Zone 5,66.0,Zone 5,61.2,Zone 5,67.9,Zone 5,64.4,Zone 5,69.5,Zone 6
2025-05-19 09:11:35,NORTH_WEST_DELHI,MUNGESHPUR,Mungeshpur,31.9,67.0,38.4,Zone 4,64.6,Zone 5,,37.9,64.7,37.9,Zone 4,63.7,Zone 5,51.0,Zone 5,66.3,Zone 5,61.5,Zone 5,68.2,Zone 5,64.7,Zone 5,70.0,Zone 6
2025-05-19 09:11:35,NORTH_WEST_DELHI,NARELA,Unknown Station,31.1,69.0,36.8,Zone 4,63.9,Zone 5,,35.9,63.6,35.9,Zone 4,62.6,Zone 5,44.7,Zone 5,65.4,Zone 5,60.3,Zone 5,67.4,Zone 5,63.6,Zone 5,68.9,Zone 5
2025-05-19 09:11:35,NORTH_WEST_DELHI,PITAMPURA,Pitampura,32.1,75.0,43.0,Zone 4,67.2,Zone 5,,40.7,67.0,40.7,Zone 4,66.1,Zone 5,60.3,Zone 5,68.3,Zone 5,64.3,Zone 5,70.6,Zone 6,67.0,Zone 5,74.1,Zone 6
2025-05-19 09:11:35,SOUTH_WEST_DELHI,NAJAFGARH,Najafgarh,31.3,78.0,40.2,Zone 4,66.7,Zone 5,,40.1,67.0,40.1,Zone 4,66.1,Zone 5,60.3,Zone 5,68.3,Zone 5,64.3,Zone 5,70.6,Zone 6,67.0,Zone 5,74.0,Zone 6
2025-05-19 09:11:35,NEW_DELHI,LODI ROAD,Lodhi Road,31.8,69.0,38.7,Zone 4,65.0,Zone 5,,38.5,65.3,38.5,Zone 4,64.3,Zone 5,54.4,Zone 5,66.8,Zone 5,62.2,Zone 5,68.6,Zone 5,65.3,Zone 5,71.0,Zone 6
2025-05-19 09:48:20,DELHI,IGNOU,Maidan Garhi,32.3,64.0,38.5,Zone 4,64.3,Zone 5,,38.3,64.6,38.3,Zone 4,63.6,Zone 5,50.5,Zone 5,66.2,Zone 5,61.4,Zone 5,68.1,Zone 5,64.6,Zone 5,69.8,Zone 6
2025-05-19 09:48:20,CENTRAL_DELHI,PUSA_AMFU,Unknown Station,31.1,72.0,37.7,Zone 4,64.7,Zone 5,,36.6,64.5,36.6,Zone 4,63.5,Zone 5,49.7,Zone 5,66.1,Zone 5,61.3,Zone 5,68.0,Zone 5,64.5,Zone 5,69.6,Zone 6
2025-05-19 09:48:20,DELHI,KVK_CRPF_CAMPUS,Jharoda Kalan,32.1,59.0,36.7,Zone 4,62.5,Zone 5,,35.8,62.3,35.8,Zone 4,61.3,Zone 5,42.0,Zone 4,64.2,Zone 5,57.9,Zone 5,66.4,Zone 5,62.3,Zone 5,68.0,Zone 5
2025-05-19 09:48:20,DELHI,KV_JANAKPURI,Janakpuri,31.8,63.0,37.0,Zone 4,63.3,Zone 5,,36.8,63.5,36.8,Zone 4,62.5,Zone 5,43.9,Zone 5,65.3,Zone 5,60.1,Zone 5,67.3,Zone 5,63.5,Zone 5,68.8,Zone 5
2025-05-19 09:48:20,DELHI,KV_NARAYNA,"Naraina, New Delhi",31.7,63.0,36.8,Zone 4,63.1,Zone 5,,35.6,62.7,35.6,Zone 4,61.7,Zone 5,42.0,Zone 4,64.6,Zone 5,59.2,Zone 5,66.7,Zone 5,62.7,Zone 5,68.3,Zone 5
2025-05-19 09:48:20,DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,Unknown Station,33.5,64.0,41.9,Zone 4,66.3,Zone 5,,41.1,66.2,41.1,Zone 4,65.3,Zone 5,59.2,Zone 5,67.6,Zone 5,63.4,Zone 5,69.3,Zone 5,66.2,Zone 5,72.7,Zone 6
2025-05-19 09:48:20,EAST_DELHI,SALWAN_PUBLIC_SCHOOL,Mayur Vihar-III,30.8,61.0,34.4,Zone 4,61.1,Zone 5,,34.2,61.4,34.2,Zone 4,60.3,Zone 5,40.2,Zone 4,63.4,Zone 5,53.6,Zone 5,65.6,Zone 5,61.4,Zone 5,67.4,Zone 5
2025-05-19 09:48:20,GAZIABAD,KV2_AIRFORCE_HINDON,"Air Force Station, Ghaziabad",32.0,59.0,36.5,Zone 4,62.4,Zone 5,,35.8,62.3,35.8,Zone 4,61.3,Zone 5,42.0,Zone 4,64.2,Zone 5,57.9,Zone 5,66.4,Zone 5,62.3,Zone 5,68.0,Zone 5
2025-05-19 09:48:20,NEW_DELHI,LODI ROAD,Lodhi Road,32.7,66.0,40.3,Zone 4,65.6,Zone 5,,39.0,65.2,39.0,Zone 4,64.2,Zone 5,54.0,Zone 5,66.7,Zone 5,62.2,Zone 5,68.5,Zone 5,65.2,Zone 5,70.9,Zone 6
2025-05-19 09:48:20,GURGAON,NORTHCAP_UNIVERSITY,"Sector 23A, Gurugram",35.6,52.0,42.9,Zone 4,65.6,Zone 5,,42.0,65.4,42.0,Zone 4,64.5,Zone 5,55.2,Zone 5,66.9,Zone 5,62.4,Zone 5,68.7,Zone 5,65.4,Zone 5,71.2,Zone 6
2025-05-19 09:48:20,NORTH_DELHI,DELHI_UNIVERSITY,North Campus,32.9,63.0,39.8,Zone 4,65.0,Zone 5,,39.3,65.1,39.3,Zone 4,64.1,Zone 5,53.5,Zone 5,66.7,Zone 5,62.0,Zone 5,68.5,Zone 5,65.1,Zone 5,70.7,Zone 6
2025-05-19 09:48:20,NORTH_WEST_DELHI,MUNGESHPUR,Mungeshpur,32.7,64.0,39.6,Zone 4,65.0,Zone 5,,38.3,64.6,38.3,Zone 4,63.6,Zone 5,50.5,Zone 5,66.2,Zone 5,61.4,Zone 5,68.1,Zone 5,64.6,Zone 5,69.8,Zone 6
2025-05-19 09:48:20,NORTH_WEST_DELHI,NARELA,Unknown Station,31.8,67.0,38.1,Zone 4,64.4,Zone 5,,37.9,64.7,37.9,Zone 4,63.7,Zone 5,51.0,Zone 5,66.3,Zone 5,61.5,Zone 5,68.2,Zone 5,64.7,Zone 5,70.0,Zone 6
2025-05-19 09:48:20,NORTH_WEST_DELHI,PITAMPURA,Pitampura,32.9,73.0,48.9,Zone 5,68.0,Zone 5,,47.0,68.1,47.0,Zone 5,67.3,Zone 5,62.0,Zone 5,69.3,Zone 5,65.6,Zone 5,72.7,Zone 6,68.1,Zone 5,76.1,Zone 6
2025-05-19 09:48:20,SOUTH_WEST_DELHI,NAJAFGARH,Najafgarh,32.3,72.0,41.3,Zone 4,66.7,Zone 5,,41.2,67.0,41.2,Zone 4,66.1,Zone 5,60.3,Zone 5,68.3,Zone 5,64.3,Zone 5,70.6,Zone 6,67.0,Zone 5,74.0,Zone 6
2025-05-19 09:48:20,GAZIABAD,KV_KAMALA_NEHRU_NAGAR,"Kamla Nehru Nagar, Ghaziabad",31.5,61.0,35.8,Zone 4,62.2,Zone 5,,35.2,62.1,35.2,Zone 4,61.1,Zone 5,41.4,Zone 4,64.0,Zone 5,57.2,Zone 5,66.2,Zone 5,62.1,Zone 5,67.9,Zone 5
2025-05-19 10:40:43,CENTRAL_DELHI,PUSA_AMFU,Unknown Station,32.6,67.0,40.3,Zone 4,65.7,Zone 5,,39.3,65.5,39.3,Zone 4,64.5,Zone 5,55.8,Zone 5,67.0,Zone 5,62.5,Zone 5,68.8,Zone 5,65.5,Zone 5,71.4,Zone 6
2025-05-19 10:40:43,DELHI,IGNOU,Maidan Garhi,34.5,55.0,41.2,Zone 4,64.9,Zone 5,,40.5,64.9,40.5,Zone 4,63.9,Zone 5,52.2,Zone 5,66.5,Zone 5,61.8,Zone 5,68.3,Zone 5,64.9,Zone 5,70.3,Zone 6
2025-05-19 10:40:43,DELHI,KVK_CRPF_CAMPUS,Jharoda Kalan,33.5,51.0,37.6,Zone 4,62.1,Zone 5,,37.0,62.1,37.0,Zone 4,61.0,Zone 5,42.8,Zone 4,64.0,Zone 5,56.8,Zone 5,66.2,Zone 5,62.1,Zone 5,67.8,Zone 5
2025-05-19 10:40:43,DELHI,KV_NARAYNA,"Naraina, New Delhi",33.3,55.0,38.3,Zone 4,63.1,Zone 5,,38.1,63.4,38.1,Zone 4,62.4,Zone 5,44.2,Zone 4,65.1,Zone 5,60.0,Zone 5,67.2,Zone 5,63.4,Zone 5,68.7,Zone 5
2025-05-19 10:40:43,DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,Unknown Station,36.1,53.0,44.8,Zone 4,66.7,Zone 5,,43.8,66.5,43.8,Zone 4,65.6,Zone 5,59.6,Zone 5,67.9,Zone 5,63.7,Zone 5,69.8,Zone 6,66.5,Zone 5,73.2,Zone 6
2025-05-19 10:40:43,EAST_DELHI,SALWAN_PUBLIC_SCHOOL,Mayur Vihar-III,32.2,54.0,35.7,Zone 4,61.1,Zone 5,,34.7,60.8,34.7,Zone 4,59.7,Zone 5,40.5,Zone 4,62.9,Zone 5,50.8,Zone 5,65.2,Zone 5,60.8,Zone 5,67.0,Zone 5
2025-05-19 10:40:43,GAZIABAD,KV2_AIRFORCE_HINDON,"Air Force Station, Ghaziabad",33.3,54.0,38.0,Zone 4,62.8,Zone 5,,37.8,63.0,37.8,Zone 4,62.0,Zone 5,43.9,Zone 4,64.8,Zone 5,59.6,Zone 5,66.9,Zone 5,63.0,Zone 5,68.5,Zone 5
2025-05-19 10:40:43,GAZIABAD,KV_KAMALA_NEHRU_NAGAR,"Kamla Nehru Nagar, Ghaziabad",32.9,56.0,37.7,Zone 4,62.8,Zone 5,,37.2,62.9,37.2,Zone 4,61.9,Zone 5,43.4,Zone 4,64.7,Zone 5,59.4,Zone 5,66.8,Zone 5,62.9,Zone 5,68.4,Zone 5
2025-05-19 10:40:43,NEW_DELHI,LODI ROAD,Lodhi Road,34.3,63.0,44.1,Zone 4,67.2,Zone 5,,44.0,67.5,44.0,Zone 4,66.7,Zone 5,61.1,Zone 5,68.8,Zone 5,64.9,Zone 5,71.6,Zone 6,67.5,Zone 5,75.0,Zone 6
2025-05-19 10:40:43,NEW_DELHI,SPORTS_COMPLEX,Unknown Station,34.4,74.0,61.9,Zone 5,68.7,Zone 6,,61.6,72.4,61.6,Zone 5,71.0,Zone 6,66.3,Zone 5,74.5,Zone 6,69.1,Zone 5,78.0,Zone 6,72.4,Zone 6,81.4,Zone 6
2025-05-19 10:40:43,NORTH_DELHI,DELHI_UNIVERSITY,North Campus,34.5,58.0,42.4,Zone 4,65.9,Zone 5,,41.7,65.9,41.7,Zone 4,65.0,Zone 5,57.9,Zone 5,67.3,Zone 5,63.0,Zone 5,69.1,Zone 5,65.9,Zone 5,72.1,Zone 6
2025-05-19 10:40:43,NORTH_WEST_DELHI,MUNGESHPUR,Mungeshpur,35.0,58.0,43.9,Zone 4,66.7,Zone 5,,43.2,66.7,43.2,Zone 4,65.8,Zone 5,59.9,Zone 5,68.0,Zone 5,63.9,Zone 5,70.1,Zone 6,66.7,Zone 5,73.5,Zone 6
2025-05-19 10:40:43,NORTH_WEST_DELHI,NARELA,Unknown Station,33.6,62.0,41.4,Zone 4,65.8,Zone 5,,40.4,65.6,40.4,Zone 4,64.7,Zone 5,56.3,Zone 5,67.1,Zone 5,62.6,Zone 5,68.8,Zone 5,65.6,Zone 5,71.6,Zone 6
2025-05-19 10:40:43,SOUTH_WEST_DELHI,NAJAFGARH,Najafgarh,33.7,64.0,42.5,Zone 4,66.6,Zone 5,,41.1,66.2,41.1,Zone 4,65.3,Zone 5,59.2,Zone 5,67.6,Zone 5,63.4,Zone 5,69.3,Zone 5,66.2,Zone 5,72.7,Zone 6
2025-05-19 10:40:43,GURGAON,NORTHCAP_UNIVERSITY,"Sector 23A, Gurugram",36.8,47.0,43.8,Zone 4,65.6,Zone 5,,43.7,65.8,43.7,Zone 4,64.9,Zone 5,57.6,Zone 5,67.3,Zone 5,62.9,Zone 5,69.0,Zone 5,65.8,Zone 5,72.0,Zone 6
2025-05-19 11:45:09,GAZIABAD,KV2_AIRFORCE_HINDON,"Air Force Station, Ghaziabad",34.6,47.0,38.7,Zone 4,62.4,Zone 5,,37.9,62.2,37.9,Zone 4,61.1,Zone 5,43.6,Zone 4,64.1,Zone 5,57.3,Zone 5,66.2,Zone 5,62.2,Zone 5,67.9,Zone 5
2025-05-19 11:45:09,DELHI,IGNOU,Maidan Garhi,36.6,48.0,43.8,Zone 4,65.7,Zone 5,,42.9,65.5,42.9,Zone 4,64.5,Zone 5,55.5,Zone 5,67.0,Zone 5,62.5,Zone 5,68.8,Zone 5,65.5,Zone 5,71.4,Zone 6
2025-05-19 11:45:09,DELHI,KVK_CRPF_CAMPUS,Jharoda Kalan,36.1,43.0,40.6,Zone 4,63.1,Zone 5,,39.8,62.9,39.8,Zone 4,61.9,Zone 5,45.3,Zone 4,64.7,Zone 5,59.4,Zone 5,66.8,Zone 5,62.9,Zone 5,68.4,Zone 5
2025-05-19 11:45:09,DELHI,KV_NARAYNA,"Naraina, New Delhi",36.3,43.0,41.0,Zone 4,63.4,Zone 5,,40.8,63.6,40.8,Zone 4,62.6,Zone 5,46.5,Zone 4,65.3,Zone 5,60.2,Zone 5,67.3,Zone 5,63.6,Zone 5,68.9,Zone 5
2025-05-19 11:45:09,EAST_DELHI,SALWAN_PUBLIC_SCHOOL,Mayur Vihar-III,34.2,48.0,38.2,Zone 4,62.1,Zone 5,,37.2,61.8,37.2,Zone 4,60.7,Zone 5,42.9,Zone 4,63.8,Zone 5,55.6,Zone 5,66.0,Zone 5,61.8,Zone 5,67.7,Zone 5
2025-05-19 11:45:09,GAZIABAD,KV_KAMALA_NEHRU_NAGAR,"Kamla Nehru Nagar, Ghaziabad",35.9,43.0,40.1,Zone 4,62.8,Zone 5,,39.8,62.9,39.8,Zone 4,61.9,Zone 5,45.3,Zone 4,64.7,Zone 5,59.4,Zone 5,66.8,Zone 5,62.9,Zone 5,68.4,Zone 5
2025-05-19 11:45:09,DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,Unknown Station,38.4,45.0,47.2,Zone 4,67.2,Zone 5,,46.8,67.3,46.8,Zone 4,66.4,Zone 5,60.8,Zone 5,68.6,Zone 5,64.6,Zone 5,71.2,Zone 6,67.3,Zone 5,74.6,Zone 6
2025-05-19 11:45:09,NEW_DELHI,SPORTS_COMPLEX,Unknown Station,36.5,65.0,63.2,Zone 5,68.7,Zone 6,,62.6,73.4,62.6,Zone 5,72.0,Zone 6,67.0,Zone 5,75.5,Zone 6,69.9,Zone 6,79.0,Zone 6,73.4,Zone 6,82.4,Zone 6
2025-05-19 11:45:09,NORTH_DELHI,DELHI_UNIVERSITY,North Campus,36.4,52.0,45.2,Zone 4,66.8,Zone 5,,44.8,66.9,44.8,Zone 4,66.0,Zone 5,60.2,Zone 5,68.3,Zone 5,64.2,Zone 5,70.5,Zone 6,66.9,Zone 5,74.0,Zone 6
2025-05-19 11:45:09,NORTH_WEST_DELHI,MUNGESHPUR,Mungeshpur,37.0,49.0,45.4,Zone 4,66.6,Zone 5,,44.7,66.6,44.7,Zone 4,65.7,Zone 5,59.7,Zone 5,68.0,Zone 5,63.8,Zone 5,69.9,Zone 6,66.6,Zone 5,73.4,Zone 6
2025-05-19 11:45:09,NORTH_WEST_DELHI,NARELA,Unknown Station,35.4,52.0,42.4,Zone 4,65.3,Zone 5,,42.0,65.4,42.0,Zone 4,64.5,Zone 5,55.2,Zone 5,66.9,Zone 5,62.4,Zone 5,68.7,Zone 5,65.4,Zone 5,71.2,Zone 6
2025-05-19 11:45:09,SOUTH_WEST_DELHI,NAJAFGARH,Najafgarh,35.5,57.0,45.0,Zone 4,67.2,Zone 5,,44.3,67.1,44.3,Zone 4,66.2,Zone 5,60.5,Zone 5,68.4,Zone 5,64.5,Zone 5,70.9,Zone 6,67.1,Zone 5,74.3,Zone 6
2025-05-19 11:45:09,CENTRAL_DELHI,PUSA_AMFU,Unknown Station,34.5,60.0,43.3,Zone 4,66.6,Zone 5,,42.5,66.5,42.5,Zone 4,65.6,Zone 5,59.7,Zone 5,67.9,Zone 5,63.8,Zone 5,69.9,Zone 6,66.5,Zone 5,73.3,Zone 6
2025-05-19 11:45:09,GURGAON,NORTHCAP_UNIVERSITY,"Sector 23A, Gurugram",38.5,39.0,44.2,Zone 4,64.9,Zone 5,,43.6,64.8,43.6,Zone 4,63.9,Zone 5,51.8,Zone 5,66.4,Zone 5,61.7,Zone 5,68.3,Zone 5,64.8,Zone 5,70.2,Zone 6
2025-05-19 12:40:53,SOUTH_WEST_DELHI,NAJAFGARH,Najafgarh,36.6,53.0,46.4,Zone 4,67.5,Zone 5,,45.3,67.3,45.3,Zone 4,66.4,Zone 5,60.8,Zone 5,68.6,Zone 5,64.7,Zone 5,71.2,Zone 6,67.3,Zone 5,74.6,Zone 6
2025-05-19 12:40:53,GAZIABAD,KV2_AIRFORCE_HINDON,"Air Force Station, Ghaziabad",36.9,41.0,41.5,Zone 4,63.4,Zone 5,,41.1,63.5,41.1,Zone 4,62.5,Zone 5,46.7,Zone 4,65.3,Zone 5,60.1,Zone 5,67.3,Zone 5,63.5,Zone 5,68.8,Zone 5
2025-05-19 12:40:53,NORTH_WEST_DELHI,NARELA,Unknown Station,37.5,48.0,46.3,Zone 4,67.0,Zone 5,,45.6,67.0,45.6,Zone 4,66.1,Zone 5,60.3,Zone 5,68.3,Zone 5,64.3,Zone 5,70.6,Zone 6,67.0,Zone 5,74.0,Zone 6
2025-05-19 12:40:53,CENTRAL_DELHI,PUSA_AMFU,Unknown Station,36.1,54.0,45.3,Zone 4,67.1,Zone 5,,44.3,66.9,44.3,Zone 4,66.0,Zone 5,60.1,Zone 5,68.2,Zone 5,64.2,Zone 5,70.4,Zone 6,66.9,Zone 5,73.9,Zone 6
2025-05-19 12:40:53,DELHI,IGNOU,Maidan Garhi,39.0,39.0,45.4,Zone 4,65.6,Zone 5,,44.8,65.5,44.8,Zone 4,64.6,Zone 5,55.9,Zone 5,67.0,Zone 5,62.5,Zone 5,68.8,Zone 5,65.5,Zone 5,71.5,Zone 6
2025-05-19 12:40:53,DELHI,KV_JANAKPURI,Janakpuri,37.1,39.0,41.2,Zone 4,62.9,Zone 5,,40.4,62.7,40.4,Zone 4,61.7,Zone 5,45.8,Zone 4,64.6,Zone 5,59.2,Zone 5,66.7,Zone 5,62.7,Zone 5,68.3,Zone 5
2025-05-19 12:40:53,DELHI,KV_NARAYNA,"Naraina, New Delhi",37.1,38.0,40.8,Zone 4,62.5,Zone 5,,40.1,62.3,40.1,Zone 4,61.3,Zone 5,45.3,Zone 4,64.2,Zone 5,58.0,Zone 5,66.4,Zone 5,62.3,Zone 5,68.0,Zone 5
2025-05-19 12:40:53,DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,Unknown Station,39.6,41.0,48.2,Zone 4,67.3,Zone 5,,47.2,67.1,47.2,Zone 4,66.2,Zone 5,60.5,Zone 5,68.4,Zone 5,64.4,Zone 5,70.8,Zone 6,67.1,Zone 5,74.3,Zone 6
2025-05-19 12:40:53,EAST_DELHI,SALWAN_PUBLIC_SCHOOL,Mayur Vihar-III,35.4,44.0,39.4,Zone 4,62.4,Zone 5,,39.1,62.5,39.1,Zone 4,61.5,Zone 5,44.6,Zone 4,64.4,Zone 5,58.8,Zone 5,66.5,Zone 5,62.5,Zone 5,68.2,Zone 5
2025-05-19 12:40:53,NORTH_WEST_DELHI,PITAMPURA,Pitampura,37.9,57.0,62.2,Zone 5,68.7,Zone 6,,61.9,72.7,61.9,Zone 5,71.3,Zone 6,66.5,Zone 5,74.8,Zone 6,69.3,Zone 5,78.3,Zone 6,72.7,Zone 6,81.7,Zone 6
2025-05-19 12:40:53,GAZIABAD,KV_KAMALA_NEHRU_NAGAR,"Kamla Nehru Nagar, Ghaziabad",37.1,41.0,41.9,Zone 4,63.7,Zone 5,,41.1,63.5,41.1,Zone 4,62.5,Zone 5,46.7,Zone 4,65.3,Zone 5,60.1,Zone 5,67.3,Zone 5,63.5,Zone 5,68.8,Zone 5
2025-05-19 12:40:53,GURGAON,NORTHCAP_UNIVERSITY,"Sector 23A, Gurugram",38.5,38.0,43.7,Zone 4,64.5,Zone 5,,43.1,64.4,43.1,Zone 4,63.4,Zone 5,49.2,Zone 5,66.0,Zone 5,61.2,Zone 5,68.0,Zone 5,64.4,Zone 5,69.5,Zone 6
2025-05-19 12:40:53,NEW_DELHI,LODI ROAD,Lodhi Road,37.1,50.0,46.2,Zone 4,67.2,Zone 5,,45.2,67.0,45.2,Zone 4,66.1,Zone 5,60.3,Zone 5,68.3,Zone 5,64.3,Zone 5,70.6,Zone 6,67.0,Zone 5,74.0,Zone 6
2025-05-19 12:40:53,NEW_DELHI,SPORTS_COMPLEX,Unknown Station,37.9,62.0,65.7,Zone 5,74.0,Zone 6,,65.5,76.2,65.5,Zone 5,74.8,Zone 6,69.3,Zone 5,78.3,Zone 6,72.8,Zone 6,81.7,Zone 6,76.2,Zone 6,85.1,Zone 6
2025-05-19 12:40:53,NORTH_DELHI,DELHI_UNIVERSITY,North Campus,37.2,49.0,46.0,Zone 4,66.9,Zone 5,,44.7,66.6,44.7,Zone 4,65.7,Zone 5,59.7,Zone 5,68.0,Zone 5,63.8,Zone 5,69.9,Zone 6,66.6,Zone 5,73.4,Zone 6
2025-05-19 12:40:53,NORTH_WEST_DELHI,MUNGESHPUR,Mungeshpur,37.8,48.0,47.2,Zone 4,67.5,Zone 5,,47.2,67.7,47.2,Zone 4,66.9,Zone 5,61.4,Zone 5,69.0,Zone 5,65.2,Zone 5,72.0,Zone 6,67.7,Zone 5,75.4,Zone 6
2025-05-19 13:45:23,CENTRAL_DELHI,PUSA_AMFU,Unknown Station,37.0,50.0,45.9,Zone 4,67.0,Zone 5,,45.2,67.0,45.2,Zone 4,66.1,Zone 5,60.3,Zone 5,68.3,Zone 5,64.3,Zone 5,70.6,Zone 6,67.0,Zone 5,74.0,Zone 6
2025-05-19 13:45:23,DELHI,IGNOU,Maidan Garhi,39.7,36.0,45.5,Zone 4,65.2,Zone 5,,44.4,64.9,44.4,Zone 4,64.0,Zone 5,52.4,Zone 5,66.5,Zone 5,61.8,Zone 5,68.3,Zone 5,64.9,Zone 5,70.4,Zone 6
2025-05-19 13:45:23,DELHI,KVK_CRPF_CAMPUS,Jharoda Kalan,39.1,31.0,41.9,Zone 4,62.2,Zone 5,,41.2,62.0,41.2,Zone 4,61.0,Zone 5,46.2,Zone 4,64.0,Zone 5,56.7,Zone 5,66.2,Zone 5,62.0,Zone 5,67.8,Zone 5
2025-05-19 13:45:23,DELHI,KV_JANAKPURI,Janakpuri,38.6,37.0,43.5,Zone 4,64.2,Zone 5,,42.7,64.0,42.7,Zone 4,63.0,Zone 5,48.1,Zone 4,65.7,Zone 5,60.7,Zone 5,67.6,Zone 5,64.0,Zone 5,69.1,Zone 5
